link,question,comment_data
https://www.quora.com/What-problems-do-drug-addicts-face,What problems do drug addicts face,It’s awful. It’s the worst thing you could go through besides grief. Whether you love an addict or are one; there are no words to describe the unimaginable pain. Your love will never be enough for an addict to get clean. I am a drug addict. It happens slowly; you don’t want to become one; nobody does. First you start on the weekends; for some fun. Then it starts out every day; and if you’re doing opiates - you will get so fucking sick without an opiate. The thing with opiates is you HAVE to get through the brutal withdrawal to get off of them; no matter what. If you’re on maintenance; you’re e     First let me say I understand that drugs can and have ruined many lives. Addiction is something I wouldn’t wish on anyone. For me however I function just fine; pay my bills; save money; vacation; maintain hygiene and live day to day just like anyone else. For me the most difficult part are judgmental people that have no clue about drugs; addiction or the fact that there are several street drugs that have Pharmaceutical grad legal doppelgängers. I especially have difficulty with the growing hate and disdain of those who judge based off of hearsay and missinformation. Better yet those that sit on         
https://www.quora.com/Do-bIacks-get-addicted-to-drugs-because-they-can-do-nothing,Do bIacks get addicted to drugs because they can do nothing,Well; I'm a drug addict; and while I can certainly see why people who have no experience with this issue would ask a question like this; I can tell you from personal experience what it's actually like. First off; I haven't been high on the dangerous stuff for about a decade; but honestly; I absolutely loved cocaine. And heroin. And LSD. Let me ask you a question; what's the best feeling you've ever experienced? Have you been in that euphoric puppy-dog love; where you don't even want to go to work because you can't stand being apart from your partner for that long? Have you ever jumped out of a The person cares deeply; is wracked with guilt; and desires to be free of their chains and do right by the ones they love. The drug; on the other hand; cares for nothing but itself; feeding its cravings at any cost - and both of these live within the body of the addict.
https://www.quora.com/How-can-drugs-cause-a-person-to-become-homeless,How can drugs cause a person to become homeless,Easy; you start spending your rent money on drugs. It happens little by little; at first your few days late to come up with the money; then it becomes weeks. And eventually you can’t even pay your rent; and you stop paying all your other bills. Once your evicted; chances are your won’t get your deposit back; because you were so late. Next thing you know; you don’t have enough money to rent a new place. As most places want; first month; last month rent and a deposit. And since you stop paying all your bills; you don’t have good credit either; which is even harder to get a place; or u need a bigge      Original Question: How can drugs cause a person to become homeless? In my experiences it happens in one of a few ways usually. Now; of course there is the situation of being thrown out by family and friends; or going to jail and being released to nothing. But what I usually see is there is a growing lack of funds and the landlord sends you on your way; usually with unpaid utility bills as well. Most addicts and alcoholics are fairly good and dependable workers as they need their paycheck to fund their using. However; sooner or later; as they sink further in to the addicted lifestyle; job perform            
https://www.quora.com/Where-do-homeless-people-get-money-to-buy-fentanyl,Where do homeless people get money to buy fentanyl,Basically you run scams 24/7 a day. When I was an addict; some of the things I did; was ask for money at gas stations saying my car broke down and was out of gas and I had no money. Another was buying drugs from my dealer in the ghetto; and then selling them for three times as much in the suburbs. Another one was working for people ( addicts ) that had just gotten a huge insurance payment or had more money than other people and being their security ( because they lived in the ghetto and all IV drug addicts usually know each other in area) I lived off of a best friend of mine who also was a lesbian                        Hate to go anon; but since the entire “Game” (Of course I hate to refer to it that way) is full of lies and more lies; I just have to. Everyone has their own ‘hustle’ or ways to get the money; but it’s nearly always about the same story. (I’m talking about opiate (Heroin) addiction). One of the common things is to simply deal. There are dealers out there (and plenty of them) that “Don’t get high on their own supply”. For every one of these dealers there are many (MANY!) that simply sell to feed their own addiction. They will run daily to ‘score’ and sell enough to keep themselves going. Many ti         
https://www.quora.com/How-do-homeless-men-not-women-afford-to-do-heroin-everyday,How do homeless men not women afford to do heroin everyday,They beg! I must have heard every scam story there is. “I ran out of gas and my baby is in the car. (Right; it’s 101 in the shade and you left your baby in your car?) My wallet was stolen. I have no credit cards. I have no phone. No friends. And I have to get to Pittsburgh. I can’t even afford diapers and he hasn’t been changed for 8 hours! I have no food!” They also have time to hang out and observe who is home and who is not. Robbery. Selling their hot shit door to door. There are lots of ways. I knew an attractive drug addict who could charm the money out of a lot of women!Technically nobody can afford to do heroin every day.Eventually their veins all collapse and they die in a puddle of their own waste Otherwise;a junkie will lie;cheat;steal and blow people to get their fix Not to say there arent junkies who arent capable of managing their habit without being a burden to others;but those people are extremely rare
https://www.quora.com/How-do-you-treat-addiction-to-drugs,How do you treat addiction to drugs,I can't speak for everyone. Only for myself. First; you probably won't hear me say very often that I've beat addiction; because I haven't. If I do say that; it's by mistake. I still fight addiction every single day. I still go to counciling. I still take meds that I'll most likely be on for my entire life; unless a cure for opiate addiction is discovered. I still have days where I do struggle. They have just gotten easier for me to deal with and fewer and further apart. Here's what got me here though. I won't go into why I first got into the program I'm in and stuff. I've wrote about that in anot          It’s awful. It’s the worst thing you could go through besides grief. Whether you love an addict or are one; there are no words to describe the unimaginable pain. Your love will never be enough for an addict to get clean. I am a drug addict. It happens slowly; you don’t want to become one; nobody does. First you start on the weekends; for some fun. Then it starts out every day; and if you’re doing opiates - you will get so fucking sick without an opiate. The thing with opiates is you HAVE to get through the brutal withdrawal to get off of them; no matter what. If you’re on maintenance; you’re e     
https://www.quora.com/Why-do-drug-addicts-demand-help,Why do drug addicts demand help,The same way someone who has a medical problem will demand or ask for help. I do not like using the word drug addict; so those who are addicted or dependent on drugs have a chemical dependence. They are no longer controlling the substance; but the substance is now controlling them. It is a good thing that they would reach out for help; as opposed to continuing using. With the opioid and fentanyl epidemic; it is understandable why substance abuse users are reaching out for help. They want help; they need help; and they do not want to die.Have you ever seen a Benzodiazepine withdrawal? They go into something called delirium tremens and it is an acute situation we are talking convulsions until they are better or they are dead. Have you ever seen a Heroin withdrawal? You puke your guts out and shit your breeches; your legs have thousands of insects crawling over your nerve endings that makes your legs jump up and down. Have you ever seen a stimulant withdrawal? You go into such a dark depression that you think you will never find your way out; my own brother turns violent we are talking beating up his best friend cause well reasons     
https://www.quora.com/My-behaviour-is-to-spend-money-instead-of-saving-and-addicted-to-narcotics-drugs-Due-to-this-my-near-and-dear-are-not-happy-with-me-What-should-I-do,My behaviour is to spend money instead of saving and addicted to narcotics drugs Due to this my near and dear are not happy with me What should I do,You are earning you are spending it is very good. Think for any reason whatsoever your earnings stop. Imagine can you live with cartel spending? Imagine for any reason your health become deteriorate and you are forced to give up narcotic drugs. Can you withstand and bear the pain? Answer of these questions are always no. So simulate the above situation in your life and think over night. Make the spending 50%. And narcotic drugs 25% . Each 15 days. See the results.You just need some good financial and emotional counseling…lots of folks say the two things—money and emotions—are very different…believe me; they can be very close to each other; and you don’t want one or the other always running your life. Because otherwise; all of the other things that you want to do and have creative talent for will get shunted aside; unless you reach out a hand for some help…   
https://www.quora.com/Is-the-government-killing-off-the-homeless-community-with-drugs,Is the government killing off the homeless community with drugs,Maybe; at one time. Today; most homeless people you never see…. They live in motels; or cars that have yet to break down; and/or they put extra effort into not appearing homeless by joining a YMCA or gym. They crash at friends or shack up in romantic entanglements that are well beneath what they would otherwise choose to endure. I know them by the color of their omnipresent suitcase. In reality; we’re all just renting. What the straight’s see is only the final stop on a long and grueling and crowded train; first stop; unaffordable housing and skyrocketing inflation brought on by the psychopaths    They die. Look. Look around San Francisco on any given day. They cannot survive without support. Ask yourself how would you be without clothing that git. Shoes that were functional; not too big or small; wide enough. Glasses. Are you able to.fimd them if you slept outside and someone crushed or took them. How about shelter; blankets; that no one dumped bugs gas or rat shit on? Showers. Food. Medicine. Give it a week; you'll be sobbing . Hysterical. Irreparably harmed. The dope man will become your best chance for a job; as well as a doctor. You'd be fucked.
https://www.quora.com/How-do-heroin-addicts-afford-their-habit,How do heroin addicts afford their habit,A number of false and harmful stereotypes are around about this. Addiction can be thought of as “dependency PLUS harm”. It is easy to become dependent on drugs of the opioid class - it can take as little as four days use before becoming liable to a very uncomfortable and miserable withdrawal syndrome. To avoid the withdrawal syndrome; further use stops the symptoms in their tracks. However; tolerance to this class of drugs can build rapidly; and soon one may find oneself having to ingest ever greater quantities at ever greater expense; simply in order not to get sick. Because of spiralling costs;         I have a daughter who is a heroin addict in recovery. During her time as an addict the means that I know of that she and her peers used was:      
https://www.quora.com/My-dad-has-a-severe-drug-addiction-and-we-dont-have-money-to-get-him-help-What-do-we-do,My dad has a severe drug addiction and we dont have money to get him help What do we do,Narcotics Anonymous exists solely on the miniscule donations at each meeting when we “pass the hat”. Many don't give at all because they can't even afford the dollar or so usually given. I've been clean from heroin and other drugs for almost 35 years because of NA. There are meetings all over the country. Hopefully you can get him to one. But remember; it's really up to him. If he doesn't want to stop he wont.Help for him could include the following: You can show him information for local and online 12-step program meetings. You can show him information for Christian-based recovery; which many churches now offer. As another person stated; you can call local social service agencies to see if there are low-cost or free treatment programs available. You can offer to drive him to those places. You can let him know that his behavior is harming his relationships with you and other family members. You can stop providing funds that he’s used for buying drugs and paraphernalia. You can clear out any drugs an    
https://www.quora.com/How-can-we-ensure-that-individuals-struggling-with-addiction-receive-the-help-they-need-regardless-of-their-background-or-socioeconomic-status,How can we ensure that individuals struggling with addiction receive the help they need regardless of their background or socioeconomic status,Thank you for the A2A: I was just joking with the friend the other night how we can create paraphernalia out of anything. There’s a lot of odd skills we have that are not very useful otherwise. The biggest thing; and something that makes you invaluable; is that you know what it’s like. From whenever you started to now; trying to stop; stopping; going back to it; what’s actually hard about every step of the way. Psychologically; addiction is all very similar. A person with heightened compassion and senses; usually more intelligent than average; a higher awareness of metaphysical issues. Hard to       Humility and strength would be my top two. Overcoming addiction comes with unbelievable humility. Addicts have seen and done a lot of shameful things. When they kick their habit; they are able to relate to others in a way that no one else could unless they have had an addiction. They are able to better help others without judgment. Former addicts don't just sympathize; they empathize because they have been there a time or too. Strength because there is not a lot out there that is stronger than someone who has battled and conquered a brain disease such as addiction.
https://www.quora.com/Should-homeless-people-be-given-free-drugs-and-alcohol,Should homeless people be given free drugs and alcohol,If they don't want to work because they can't meet the requirements for employment; then I would say yes. I tried to survive outside for a week in the winter cold and I got very sick. My body had to burn a lot of energy to stay warm and I got so sleepy with my body losing a lot of energy that I almost froze to death. Drugs and alcohol will keep you warm on the coldest nights. I have an apartment so I don't need to use them.I’d have to agree to every Quoran who answered this question. Where I come from; a) The homeless people are basically people from the rural grounds. They seek better job prospects or come to the city in the hope to changing the way they live. They do have jobs - odd jobs; contract jobs that don’t pay long-term on in continuity so it’s kind of tough to have enough to pay rent on any form of shelter because that’s a fixed expense. b) Homeless people can be elderly people or fiercely proud people who chose to leave their children’s homes because they do not wish to be a burden to them. On the other        
https://www.quora.com/Is-it-safe-to-assume-that-most-homeless-people-are-criminals-drug-addicts-or-generally-not-good-people-If-so-do-they-even-deserve-help,Is it safe to assume that most homeless people are criminals drug addicts or generally not good people If so do they even deserve help,Maybe; at one time. Today; most homeless people you never see…. They live in motels; or cars that have yet to break down; and/or they put extra effort into not appearing homeless by joining a YMCA or gym. They crash at friends or shack up in romantic entanglements that are well beneath what they would otherwise choose to endure. I know them by the color of their omnipresent suitcase. In reality; we’re all just renting. What the straight’s see is only the final stop on a long and grueling and crowded train; first stop; unaffordable housing and skyrocketing inflation brought on by the psychopaths    In Seattle; a lot of homeless people have jobs! Why? Because minimum wage isn’t enough to pay for an apartment. So once you run out of friends who will let you couch surf; you are on the streets. But many do not work because they can’t get hired. How do you prove your experience when the only records you can supply are the ones you carry around and have not lost or had stolen from you? A lot of homeless people ran onto hard times; like losing their job and then their apartment. Then they find themselves in a pit that it is nearly impossible to climb out of. And even if they fell because they suc    
https://www.quora.com/As-someone-who-struggles-with-addiction-or-is-in-recovery-what-is-something-youd-like-those-who-dont-know-that-struggle-to-understand-about-it-Please-refrain-from-condoning-drug-use-or-triggering-anyone-else,As someone who struggles with addiction or is in recovery what is something youd like those who dont know that struggle to understand about it Please refrain from condoning drug use or triggering anyone else,I'd like for those who don't understand addiction to know that enabling an addict is the worst thing that you can do for them. It simply feeds their addiction. If you have an addict in your life the best thing for you to do is detach. Detaching will protect yourself as well as send a glaring message to the addict that you are well aware of their addiction and you will not tolerate it. By detaching the addict is forced to take a look at their addiction. I know that it hurt me when my loved ones detached from me. It made me see how bad off I truly was. When you can see where addiction has taken Nothing. When I would like aka need you or anyone else to understand anything about my recovery from alcoholism that word need mutates into a faulty dependency. Quite simply when I need anything I’m afraid. I do what I did all my life and hand my power over to you on a plate. My life in recovery is simple. I don’t lift a drink today one day at a time. The rest of it; which is not my life it’s merely my life situation. What you or anyone else thinks or understands or comprehends or advises or praises or questions or misconstrues in relation to my life situation is immaterial to me. I’m powerles 
https://www.quora.com/What-is-the-worst-thing-youve-ever-done-to-get-drugs-or-money-for-drugs,What is the worst thing youve ever done to get drugs or money for drugs,I’m going Anonymous for this answer. I was a heroin addict. I’ve been sober for a few years now; but I’m still ashamed of what I’ve done. I became a stripper. At first I was okay with it. It paid my rent and got me enough to get drugs. As time went on I started to hate it. Nasty men always groping me. Men touching me in places that even though I would tell them they were not allowed to; they wouldn’t listen and do it anyway. Being begged to go back to their hotel room after my shift ended. After a bit of time; I would cry every day before going to work. I hated my life. The drugs didn’t last m I have done some things I’ve regretted and been ashamed of; but nothing like this. When I was a teenager living on the streets in San Francisco; I had a friend named Marc who had left home in New York and came all the way across the country with nothing and no one to live on the streets in SF. Why did he do this? His dad was a heroin addict. His dad couldn’t keep up with his habit; so he would find men that wanted to have sex for money. Only his dad didn’t have sex with them. He brought them home and forced his son to! My poor; broken friend was pimped out by his own father for 5 years; ages 8   
https://www.quora.com/How-much-does-a-prescription-cost-without-insurance,How much does a prescription cost without insurance,The cost of a prescription without insurance can vary significantly depending on the medication; the dosage; and the pharmacy where the prescription is filled. On average; the cost of a prescription without insurance can range from a few dollars to several hundred dollars or more. According to a report by GoodRx; a website that provides information on prescription drug prices and discounts; the average cash price for a prescription in the United States is around $140 per prescription. However; the actual cost can vary widely depending on the medication and the pharmacy. Some medications may be         Prescription drug costs without insurance can vary depending on the medication and whether you use generic or brand-name drugs. Here are some examples of prescription drug costs without insurance: While prescription drugs can be expensive without insurance; there are several ways to save money; such as using prescription assistance programs; which provide free or discounted prescriptions for those who need them. Patients usually have to apply to rece  
https://www.quora.com/Do-doctors-have-any-idea-of-how-much-the-prescriptions-they-write-cost,Do doctors have any idea of how much the prescriptions they write cost,I have what is considered very good insurance. An ENT prescribed my wife a drug that cost $1;900 for two weeks; after insurance. My eye doctor; on the other hand; prescribed me some antibiotic eye drops. She wouldn’t call in the prescription before finding out what my co-pay would be as she considered it to be very expensive. It was $45 without insurance. So some care; some don’t.Sometimes. Doctors know that generics will cost less than name brand. They will also have a good idea on the costlier medications based on release date (newer medications are usually more money). A pediatrician working with a largely low income population will know to prescribe Amoxicillin ($0-$3) over Azithromycin ($??). A pulmonologist will know which inhalers costs more than others; generally speaking. My husband’s pulmonologist recently started him on a new inhaler. He gave him a sample and told him to contact him should the cost prohibit our ability to pay. That seemed like a great way to 
https://www.quora.com/How-much-does-it-cost-to-get-a-prescription-from-your-doctor-and-fill-it-at-a-pharmacy-in-the-United-States,How much does it cost to get a prescription from your doctor and fill it at a pharmacy in the United States,I’m going to make this short and sweet. Steer clear from CVS. Especially if it involves controlled substance medications. All big chain pharmacies; from my experience; are very deceptive and don’t have any morals. If a physician has ordered said medication to that specific pharmacy they have an obligation to dispense the drug. That said; they are also notorious for stalling; “claiming” that the drug isn’t in stock/is on back order and I’ve seen plenty of patients come into our pharmacy complaining about the big 4 refusing to dispense their prescriptions. Most; not all because I do know some de It depends on the situation; the type of drug; the quantity you need; etc. Some examples… Are you calling in a refill; seeing your PCP; or seeing a specialist to get the prescription? A refill of a non-controlled-substance drug which doesn’t currently require blood tests before refill requires no visit to the doctor and therefore no cost for the doctor’s portion. Same thing when you are getting the refill at your yearly physical visit (when your insurance covers the physical) and no blood tests are required. Just call it in and you’re done. $0 to get the prescription. This is the case; for examp        
https://www.quora.com/What-should-I-do-if-my-prescription-costs-are-too-high-and-I-m-struggling-to-get-by,What should I do if my prescription costs are too high and I m struggling to get by,You can ask your pharmacy for a generic version; or go online to whatever company makes the drug and sometimes they have a discount card that you can apply for that could potentially allow you to get the medication for free. Additionally; you can check out sites like Good Rx for discounts. Drug prices change depending on the pharmacy; so you could also look into switching the prescription to a different pharmacy. This is relatively easy; just call the pharmacy it’s currently at and ask them to transfer it to a different one. If these options don’t work; you can meet with your doctor and explain  Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     
https://www.quora.com/What-is-the-average-cost-of-a-doctor-visit-for-a-prescription,What is the average cost of a doctor visit for a prescription,An adult Primary Care follow up visit for a regular patient at Kaiser where I worked was a copay of maybe 10 to 20 USD. Different patients have different Kaiser plans depending on what the patient wanted to pay for their Kaiser plan. Almost all prescriptions were refilled via the patients computer portal and if this was a routine Rx and the patient is known by the doctor then the cost would be the usual co pay for that patient and the mailing cost is free to the patient Now what is an average followup visit to your private doctor ? That I have no idea and you would ask that doctor and discuss ho    The average cost to me to visit my doctor is zero. I live in France and unlike the USA; that has universal healthcare. We pay our taxes and we get the service ‘free at the point of delivery’.
https://www.quora.com/Why-are-prescription-drug-prices-so-high-in-the-U-S-compared-to-the-rest-of-the-world,Why are prescription drug prices so high in the U S compared to the rest of the world,Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     There are two main drivers: strict enforcement of liberal intellectual property laws; and political restriction of bargaining power. The grant of a patent on a drug compound gives its owner a monopoly for the lifetime of the patent; which is now 20 years. During this time the patent holder is free to charge as much as they believe the market will bear without the threat of being undercut by competition. This is not quite as bad as it sounds - drugs are patented before they receive FDA clearance for marketing; so the effective life of the monopoly is usually on the order of 10–16 years; not 20. So           
https://www.quora.com/Why-are-prescription-drugs-so-expensive-2,Why are prescription drugs so expensive 2,There are two sides; costs; and price. Now on the cost side there is the production of the drug plus research; development; and regulatory approval costs. Now the manufacturing costs itself can be very low for a small molecule drug. Raw material itself is a few cents and one can pump out enormous amounts. Some biologics on the other side can cost almost close to $100 per dose to produce. However the bigger portion of the cost is all the cost that came from R&D; and as pointed out this is much more than just finding the right formula. One as well need to show that the medicine works and one needs      Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     
https://www.quora.com/How-do-pharmacies-set-prices-for-prescriptions,How do pharmacies set prices for prescriptions,Pharmacies use a variety of factors to determine the prices for prescriptions. Here are some key considerations that can influence prescription pricing:  When I first got out of school we would have a chart that showed if the cost of the drug was in a particular range you added a sliding dispensing fee to that amount. Some were based on direct cost. some based on wholesale. This was before the advent of most having insurance. Now most prices are determined by insurance carriers and God forbid you go into most chains and pay straight up cash; that’s why these GoodRx and other discount cards are so prevalent. The problem with those is that they really screw the pharmacy; too. The best model I have seen in recent history from my experience is Costco;     
https://www.quora.com/Are-prescriptions-cheaper-at-Walgreens-or-CVS,Are prescriptions cheaper at Walgreens or CVS,"I have a chronic condition that calls for many medications to be filled every month. I have been going to CVS for many years. I have noticed a turnaround in employees every 6 months or less for the past 5 years. There is also a walgreens in close proximity that I have to go to nearly every month because CVS is out of stock. I imagine this is “ cost effective"" otherwise I don't understand how a regular customer for years at the same store can be left out when ordering meds. CVS is by far the most inefficient pharmacy which us probably why there are do many new people every few months. I have al I think it depends on whether or not you are using insurance; paying cash etc. from my experience as a pharmacist I think the prices are somewhat similar however there are many factors that are taken into account when the pricing of a drug is done. If you are paying insurance; I will call your insurance company so they can do a price check on the meds you are interested in (provided both Walgreens and cvs are in your network). If paying cash; I will recommend the GoodRx app which you can download on your apple store (if you have an iPhone) or google store (if you have an android phone). With t "
https://www.quora.com/Is-a-pharmacy-in-the-USA-expensive,Is a pharmacy in the USA expensive,Yes; prescription drugs in the United States are expensive. The average price of a prescription in the United States is $50; but this can vary depending on the drug; the pharmacy; and the patient's insurance coverage. For example; the average price of a generic drug is $25; while the average price of a brand-name drug is $100. Here are some statistics on the cost of prescription drugs in the United States:     Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     
https://www.quora.com/Is-it-always-cheaper-to-get-a-prescription-filled-if-youre-paying-out-of-pocket-rather-than-having-insurance-cover-it,Is it always cheaper to get a prescription filled if youre paying out of pocket rather than having insurance cover it,Maybe. You might be able to get a cheaper price using one of those discount programs like GoodRx; Single Care; Cost Plus; etc. A prescription plan has deductibles; and a max deductible per year. If you pay out of pocket or through one of these plans it is not going to count to your yearly deductible. You will have to decide if you are better off paying through your prescription plan and getting lower prices near the end of the year or paying out of pocket. If you are getting something that is not covered by your plan and your doctor can’t find an alternative that is covered; then look at gettin    If it helps you make an informed decision; realize that if you consider US per-capita healthcare spending and the average life expectancy; the average American will spend about $800;000 over the course of their lives on healthcare; and typically; about two-thirds of that is spent in the last year of life. If you go without insurance; it would be good to have a strategy to accumulate at least this $800K should you need something beyond the typical annual checkup. Keep in mind that this is also an average…your lifetime spend could be many times more; or much less. There’s no way to know this with          
https://www.quora.com/Do-prescription-drugs-have-to-be-so-expensive-in-the-U-S,Do prescription drugs have to be so expensive in the U S,Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     There are two main drivers: strict enforcement of liberal intellectual property laws; and political restriction of bargaining power. The grant of a patent on a drug compound gives its owner a monopoly for the lifetime of the patent; which is now 20 years. During this time the patent holder is free to charge as much as they believe the market will bear without the threat of being undercut by competition. This is not quite as bad as it sounds - drugs are patented before they receive FDA clearance for marketing; so the effective life of the monopoly is usually on the order of 10–16 years; not 20. So           
https://www.quora.com/Is-greed-the-reason-why-medicine-prescriptions-are-expensive-in-America,Is greed the reason why medicine prescriptions are expensive in America,In defense of “greedy surgeons” “Do you go to sleep as soon as you go home?” I asked Dr. P. as he rubbed his bloodshot eyes; ran his fingers through his hair and pulled on his nose in an effort to stay awake. We were sitting just outside one of the surgical suites and it was well past midnight. From the way he looked; I thought he was through for the day. I glanced over his shoulder at the schedule board and saw he was due back at six a.m. to do an appendectomy. “It’s hard;” he said; fighting a yawn. “It won’t matter tonight because I won’t have time to go home. I’ve got surgery at six and I’ll                    Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     
https://www.quora.com/Do-you-have-to-pay-for-your-prescriptions,Do you have to pay for your prescriptions,A few years ago our government sent a message to all physicians that we weren’t doing a good enough job managing pain and they made pain “the fifth vital sign”. We were trained to rate a person’s pain on a scale and be more liberal with stronger pain medications; including the ones that have more addictive potential. At the same time; they discouraged the use of Demerol and took Darvocet off the m No i don’t. I live in England; am over 60 and have type 2 Diabetes; high blood pressure and take a blood thinner. Fairly healthy all my life; but in the last 6 months have had a uterine polyp removed (found after a scan); Inflamed liver + gallbladder with gallstones (scan and MRI); blood clot 3mm from femoral artery (ultrasound scan and medication); an AML with stones on my left kidney (scan and MRI - awaiting further treatment); and a Cystoscopy on my bladder. I spent a week in Hospital in February for the liver and the other problems were discovered then. I didn’t pay for any of these scans   
https://www.quora.com/How-does-the-cost-of-prescription-medication-compare-between-the-United-States-of-America-and-other-countries-such-as-Australia-and-New-Zealand,How does the cost of prescription medication compare between the United States of America and other countries such as Australia and New Zealand,Oh; it is higher than anywhere else that I know. But; the insurance company processors; the Pharmacy Benefit Managers (PBM’s) have saved us from spending less on our medications than the rest of the world. We are so fortunate that we can give our money to them and help their stock be some of the highest with the greatest returns for their shareholders. A few people have found ways to get meds from C   I don't know about the US or Australia but in New Zealand; most prescription medicines will cost you $5 per item unless it is not on the list if subsidised medicines. However if you possess what is known as a Community Services Card (CSC) which basically means you are a beneficiary then it costs nothing. Every family in New Zealand gets 20 items per year that you need to pay for and after that it's free for the rest of the year. The pharmacy has a record of all the medicines they have prescribed via a national database so they know how much you have received.
https://www.quora.com/Is-it-always-cheaper-to-get-a-prescription-filled-if-youre-paying-out-of-pocket-rather-than-having-insurance-cover-it?top_ans=1477743637809027,Is it always cheaper to get a prescription filled if youre paying out of pocket rather than having insurance cover it?top_ans=1477743637809027,Generally; the system will run it through the last insurance used on file for the patient if they have filled at a Walgreen’s before. However; if the patient is new or doesn’t have anything on file; they will more than likely just fill it as a cash prescription and ask to update it once the patient gets to the pharmacy.Maybe. You might be able to get a cheaper price using one of those discount programs like GoodRx; Single Care; Cost Plus; etc. A prescription plan has deductibles; and a max deductible per year. If you pay out of pocket or through one of these plans it is not going to count to your yearly deductible. You will have to decide if you are better off paying through your prescription plan and getting lower prices near the end of the year or paying out of pocket. If you are getting something that is not covered by your plan and your doctor can’t find an alternative that is covered; then look at gettin    
https://www.quora.com/Have-prescription-drug-prices-outpaced-spending-in-other-areas-of-health-care-such-as-hospital-and-doctors-fees,Have prescription drug prices outpaced spending in other areas of health care such as hospital and doctors fees,Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     There are two main drivers: strict enforcement of liberal intellectual property laws; and political restriction of bargaining power. The grant of a patent on a drug compound gives its owner a monopoly for the lifetime of the patent; which is now 20 years. During this time the patent holder is free to charge as much as they believe the market will bear without the threat of being undercut by competition. This is not quite as bad as it sounds - drugs are patented before they receive FDA clearance for marketing; so the effective life of the monopoly is usually on the order of 10–16 years; not 20. So           
https://www.quora.com/Who-s-to-blame-for-the-high-cost-of-prescription-drugs-in-the-United-States,Who s to blame for the high cost of prescription drugs in the United States,Middlemen. Middlemen in the chain from factory to the local pharmacy. Middlemen in the Insurance branch. The idea that health care is meant to be a money maker.Because we let them. Read that again. Because WE let them. Medicare Part D specifically PROHIBITS the negotiation of drug prices. (Some Big Pharma lobbyist; somewhere; broke out the champagne and got a huge bonus for that one.) Just about every other country in the world; where universal health care exists; negotiates their drug costs. Those countries know that saying that the system pays only X dollars for Y drug means that effectively; that drug won’t go anyone in that country; unless Big Pharma plays ball.                                     
